"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1015.2","1017.5","21.4","18.4","83","1.7","260","4.7","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1015.0","1017.3","21.3","18.7","85","2.2","240","3.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1015.0","1017.3","21.5","18.5","83","1.3","270","4.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1015.0","1017.3","21.5","18.5","83","1.1","260","4.2","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1015.3","1017.5","23.0","16.6","67","2.6","20","7.5","50","0.0","0.0","--","0.00","--","0","--","22.2","22.6","23.2","23.9","25.3","26.6","27.2"
"06","1015.7","1017.9","23.1","16.2","65","3.6","30","8.7","130","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"07","1016.3","1018.5","23.1","15.9","64","2.9","30","8.4","50","0.0","0.0","0.0","0.13","--","0","--","--","--","--","--","--","--","--"
"08","1016.8","1019.0","23.3","15.6","62","4.1","30","7.4","30","0.0","0.0","0.0","0.34","12.0","1","10.0","--","--","--","--","--","--","--"
"09","1017.2","1019.4","23.7","15.2","59","2.4","10","6.7","40","0.0","0.0","0.0","0.68","12.0","1","10.0","22.2","22.5","23.0","23.6","25.0","26.4","27.2"
"10","1017.3","1019.5","24.8","16.3","59","3.8","50","8.7","60","0.0","0.0","0.0","1.58","--","4","--","--","--","--","--","--","--","--"
"11","1017.0","1019.2","25.1","16.3","58","5.0","60","8.6","40","0.0","0.0","0.1","2.21","12.0","6","8.0","--","--","--","--","--","--","--"
"12","1016.8","1019.0","25.1","17.1","61","4.7","60","8.9","80","0.0","0.0","0.2","2.34","--","7","--","--","--","--","--","--","--","--"
"13","1015.9","1018.1","25.6","16.8","58","3.8","50","7.2","30","0.0","0.0","0.3","2.36","--","7","--","--","--","--","--","--","--","--"
"14","1015.3","1017.5","24.8","16.5","60","3.7","40","7.7","50","0.0","0.0","0.1","1.91","15.0","5","10.0","24.7","25.0","25.2","24.4","25.0","26.2","27.1"
"15","1015.0","1017.2","24.2","15.4","58","3.5","40","7.4","60","0.0","0.0","0.0","0.83","--","2","--","--","--","--","--","--","--","--"
"16","1014.6","1016.8","24.1","15.3","58","3.9","30","6.3","350","0.0","0.0","0.0","0.50","--","1","--","--","--","--","--","--","--","--"
"17","1014.9","1017.1","24.1","15.6","59","2.4","30","5.9","30","0.0","0.0","0.0","0.27","15.0","0","10.0","--","--","--","--","--","--","--"
"18","1015.5","1017.7","23.6","15.9","62","3.1","350","4.9","340","0.0","0.0","0.0","0.07","--","0","--","--","--","--","--","--","--","--"
"19","1015.7","1017.9","23.5","15.3","60","2.6","340","4.3","340","0.0","0.0","0.0","0.01","--","0","--","--","--","--","--","--","--","--"
"20","1016.1","1018.3","23.2","16.0","64","2.0","300","4.2","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1016.3","1018.5","23.3","16.1","64","0.3","300","3.1","300","0.0","0.0","--","0.00","--","0","--","23.1","23.7","24.4","24.8","25.6","26.3","26.9"
"22","1016.8","1019.0","22.9","16.9","69","1.1","300","2.1","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1016.4","1018.6","22.7","17.6","73","1.7","250","2.7","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1015.5","1017.7","22.5","17.4","73","1.7","250","3.3","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
