"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1004.6","1006.8","26.1","21.6","76","2.6","240","3.5","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1004.3","1006.5","26.4","20.7","71","3.2","250","4.9","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1004.6","1006.8","26.2","21.9","77","1.5","10","5.5","250","T","0.4","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1004.3","1006.5","26.2","22.3","79","2.2","360","4.5","350","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1004.1","1006.3","26.0","21.7","77","1.9","250","3.9","230","T","0.1","--","0.00","--","0","--","26.3","26.8","27.4","27.9","28.5","28.9","26.8"
"06","1004.8","1007.0","25.8","19.9","70","3.4","250","8.2","280","T","0.1","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","1004.7","1006.9","28.6","14.5","42","9.2","230","18.3","220","T","0.1","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"08","1005.2","1007.4","26.8","19.2","63","5.6","220","13.2","220","T","0.1","0.0","0.14","15.0","0","10.0","--","--","--","--","--","--","--"
"09","1005.9","1008.1","26.7","20.6","69","1.7","240","7.2","240","0.0","0.0","0.0","0.43","20.0","1","8.0","25.9","26.1","26.7","27.2","28.0","28.8","26.9"
"10","1006.5","1008.7","28.4","19.6","59","4.2","360","8.4","30","0.0","0.0","0.0","1.13","--","3","--","--","--","--","--","--","--","--"
"11","1007.5","1009.7","28.4","22.7","71","3.2","40","10.4","360","0.0","0.0","0.2","1.79","20.0","5","8.0","--","--","--","--","--","--","--"
"12","1007.7","1009.9","27.2","23.3","79","4.8","70","8.9","80","0.0","0.0","0.0","1.23","--","4","--","--","--","--","--","--","--","--"
"13","1007.4","1009.6","27.3","22.7","76","5.9","70","10.1","80","0.0","0.0","0.3","2.24","--","6","--","--","--","--","--","--","--","--"
"14","1007.3","1009.5","25.8","21.9","79","5.0","40","9.7","70","0.0","0.0","0.2","0.99","15.0","3","10.0","28.1","28.1","28.2","27.4","27.8","28.5","27.0"
"15","1007.1","1009.3","24.8","21.9","84","3.9","30","9.4","20","T","0.4","0.0","0.18","--","0","--","--","--","--","--","--","--","--"
"16","1007.6","1009.8","23.7","21.8","89","5.2","20","9.2","40","T","0.6","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"17","1008.2","1010.4","23.0","21.8","93","4.4","30","8.1","30","T","1.0","0.0","0.10","8.0","0","10.0","--","--","--","--","--","--","--"
"18","1009.7","1011.9","22.6","21.6","94","4.1","30","8.2","20","0.5","1.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"19","1009.0","1011.2","22.5","21.3","93","5.9","40","11.0","10","2.0","0.8","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1010.3","1012.5","22.7","21.0","90","3.4","20","10.6","60","T","0.2","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1010.8","1013.0","22.8","20.9","89","4.6","30","8.7","40","T","0.4","--","0.00","--","0","--","24.8","25.5","26.3","27.1","27.9","28.4","27.1"
"22","1011.0","1013.2","22.8","20.7","88","3.3","20","8.8","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1011.1","1013.3","22.4","20.9","91","2.2","340","5.4","30","T","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1010.9","1013.1","21.7","20.3","92","2.6","320","4.3","320","0.5","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
