"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1004.8","1007.0","27.6","23.0","76","1.9","250","4.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1004.8","1007.0","27.5","23.1","77","2.2","250","4.4","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1004.8","1007.0","27.5","23.1","77","3.9","240","6.5","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.0","1007.2","27.2","23.3","79","5.9","230","8.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.2","1007.4","27.2","22.8","77","4.9","230","8.1","240","0.0","0.0","--","0.00","--","0","--","27.6","28.0","28.5","29.0","29.6","30.2","28.4"
"06","1005.3","1007.5","27.1","23.8","82","5.1","240","8.6","220","0.0","0.0","0.3","0.15","--","0","--","--","--","--","--","--","--","--"
"07","1005.9","1008.1","27.5","23.5","79","5.6","240","8.1","240","0.0","0.0","0.0","0.40","--","1","--","--","--","--","--","--","--","--"
"08","1006.2","1008.4","29.9","24.3","72","4.0","230","7.7","220","0.0","0.0","0.7","1.33","25.0","2","8.0","--","--","--","--","--","--","--"
"09","1006.7","1008.9","29.4","24.1","73","4.3","220","6.2","210","0.0","0.0","0.0","0.84","25.0","2","8.0","28.3","28.0","28.4","28.5","29.3","30.1","28.5"
"10","1006.8","1009.0","30.6","26.3","78","5.2","180","8.1","190","0.0","0.0","0.9","2.86","--","8","--","--","--","--","--","--","--","--"
"11","1006.7","1008.9","31.6","27.3","78","5.3","180","9.9","180","0.0","0.0","1.0","3.52","25.0","11","6.0","--","--","--","--","--","--","--"
"12","1005.9","1008.1","30.6","27.0","81","4.3","160","9.1","180","0.0","0.0","0.7","2.76","--","10","--","--","--","--","--","--","--","--"
"13","1005.1","1007.3","30.1","27.1","84","5.0","170","7.4","170","0.0","0.0","0.0","1.85","--","7","--","--","--","--","--","--","--","--"
"14","1004.7","1006.9","30.5","27.1","82","5.8","170","9.7","180","0.0","0.0","0.8","2.43","25.0","8","9.0","30.4","29.8","30.0","29.3","29.4","30.1","28.5"
"15","1004.4","1006.6","30.4","27.2","83","4.9","170","8.6","170","0.0","0.0","0.8","2.21","--","6","--","--","--","--","--","--","--","--"
"16","1004.3","1006.5","30.5","27.3","83","2.9","160","8.2","160","0.0","0.0","0.4","1.40","--","3","--","--","--","--","--","--","--","--"
"17","1004.8","1007.0","30.1","26.7","82","2.1","90","5.9","170","0.0","0.0","0.0","0.44","20.0","1","10.0","--","--","--","--","--","--","--"
"18","1004.8","1007.0","29.9","26.3","81","2.7","80","4.3","80","0.0","0.0","0.0","0.21","--","0","--","--","--","--","--","--","--","--"
"19","1005.6","1007.8","30.0","26.4","81","2.2","30","4.0","70","T","0.1","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1006.3","1008.5","29.6","26.8","85","2.0","20","3.8","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1005.9","1008.1","29.3","26.7","86","0.7","60","3.5","10","0.0","0.0","--","0.00","--","0","--","29.8","30.0","30.5","30.5","30.4","30.6","28.6"
"22","1006.2","1008.4","29.2","26.2","84","1.6","30","4.0","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.0","1008.2","28.7","25.9","85","2.0","360","4.4","60","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.0","1008.2","28.2","25.6","86","3.8","20","6.2","20","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
