"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1000.6","1002.8","30.0","23.5","68","2.1","300","4.1","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1000.0","1002.2","28.7","23.6","74","1.1","250","3.2","300","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","999.8","1002.0","29.4","23.4","70","1.2","340","2.6","290","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","999.9","1002.1","28.3","22.8","72","1.6","260","3.3","220","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","999.8","1002.0","27.0","25.8","93","4.0","30","9.6","60","8.0","0.8","--","0.00","--","0","--","30.4","31.2","33.0","34.5","35.1","35.6","33.4"
"06","999.8","1002.0","27.3","26.1","93","2.3","360","5.5","30","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"07","999.4","1001.6","27.7","26.1","91","1.6","290","5.2","330","0.0","0.0","0.2","0.23","--","0","--","--","--","--","--","--","--","--"
"08","999.2","1001.4","29.5","25.9","81","1.7","110","3.0","340","0.0","0.0","1.0","1.37","25.0","2","2.0","--","--","--","--","--","--","--"
"09","999.0","1001.1","31.6","25.0","68","3.7","30","8.2","40","0.0","0.0","0.8","1.89","25.0","4","3.0","30.5","30.8","31.7","33.2","34.6","35.5","33.4"
"10","999.4","1001.5","31.3","26.4","75","4.0","40","9.5","30","0.0","0.0","0.4","2.00","--","6","--","--","--","--","--","--","--","--"
"11","998.5","1000.6","30.5","25.6","75","4.9","20","9.1","20","0.0","0.0","0.0","0.95","15.0","4","8.0","--","--","--","--","--","--","--"
"12","998.2","1000.3","30.4","26.1","78","3.5","50","8.8","40","0.0","0.0","0.0","0.68","--","2","--","--","--","--","--","--","--","--"
"13","997.3","999.5","29.4","25.6","80","4.5","10","10.7","80","T","0.3","0.0","0.41","--","2","--","--","--","--","--","--","--","--"
"14","996.7","998.8","32.7","25.5","66","5.2","30","10.1","50","0.0","0.0","0.6","2.79","20.0","9","8.0","31.0","31.3","31.9","32.7","34.0","35.2","33.5"
"15","996.3","998.5","27.1","25.3","90","4.5","360","13.5","50","3.5","0.5","0.1","0.67","--","2","--","--","--","--","--","--","--","--"
"16","997.5","999.7","26.2","24.2","89","9.5","60","15.5","60","3.5","1.0","0.0","0.41","--","1","--","--","--","--","--","--","--","--"
"17","997.0","999.2","26.1","24.9","93","4.8","350","10.2","40","6.0","1.0","0.0","0.06","8.0","0","10.0","--","--","--","--","--","--","--"
"18","996.0","998.2","26.7","25.1","91","4.3","360","8.2","350","T","0.1","0.0","0.15","--","0","--","--","--","--","--","--","--","--"
"19","995.5","997.7","27.6","24.7","84","3.2","30","9.7","20","T","0.2","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"20","996.0","998.2","26.7","24.7","89","6.7","30","11.9","20","0.5","0.6","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","996.0","998.2","26.6","24.5","88","3.2","360","10.2","40","2.0","0.3","--","0.00","--","0","--","28.4","29.0","30.1","31.4","33.3","34.6","33.5"
"22","994.9","997.1","25.9","24.3","91","5.0","360","8.8","10","6.5","0.8","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","993.6","995.8","26.3","24.5","90","4.5","340","8.1","40","1.0","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","992.2","994.4","26.3","24.7","91","3.9","350","13.7","20","7.5","0.7","--","0.00","--","0","--","--","--","--","--","--","--","--"
