"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.4","1014.6","29.2","25.8","82","2.3","210","3.7","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1012.1","1014.3","28.1","25.1","84","2.8","240","3.9","210","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1011.8","1014.0","27.8","25.2","86","2.7","250","4.6","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1011.8","1014.0","27.7","25.5","88","3.1","230","5.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1011.9","1014.1","26.8","25.0","90","2.5","240","5.2","230","0.0","0.0","--","0.00","--","0","--","28.8","29.1","29.8","30.4","31.3","32.6","31.2"
"06","1012.1","1014.3","27.3","25.1","88","3.2","240","4.7","250","0.0","0.0","0.6","0.13","--","0","--","--","--","--","--","--","--","--"
"07","1012.4","1014.6","28.7","25.3","82","3.4","240","5.3","230","0.0","0.0","1.0","0.78","--","1","--","--","--","--","--","--","--","--"
"08","1012.3","1014.5","30.6","25.7","75","3.3","230","5.0","230","0.0","0.0","1.0","1.59","25.0","2","1.0","--","--","--","--","--","--","--"
"09","1012.0","1014.2","30.9","25.0","71","2.2","170","4.9","220","0.0","0.0","1.0","2.34","25.0","5","1.0","29.4","29.1","29.5","29.8","30.9","32.5","31.3"
"10","1011.6","1013.8","30.6","25.2","73","3.9","160","6.0","180","0.0","0.0","1.0","2.99","--","9","--","--","--","--","--","--","--","--"
"11","1011.3","1013.5","30.6","26.3","78","4.9","160","7.7","150","0.0","0.0","1.0","3.45","25.0","11","1.0","--","--","--","--","--","--","--"
"12","1010.6","1012.8","31.2","26.9","78","5.3","160","8.0","160","0.0","0.0","1.0","3.69","--","13","--","--","--","--","--","--","--","--"
"13","1010.1","1012.3","31.6","27.3","78","4.0","160","8.4","180","0.0","0.0","1.0","3.67","--","13","--","--","--","--","--","--","--","--"
"14","1010.0","1012.2","31.9","27.2","76","2.0","130","6.8","160","0.0","0.0","1.0","3.43","25.0","11","2.0","32.6","31.6","31.7","30.7","31.0","32.5","31.3"
"15","1010.1","1012.3","32.0","27.3","76","2.1","130","4.0","140","0.0","0.0","1.0","2.99","--","9","--","--","--","--","--","--","--","--"
"16","1009.8","1012.0","31.5","26.8","76","1.6","120","3.5","130","0.0","0.0","0.9","2.06","--","5","--","--","--","--","--","--","--","--"
"17","1009.4","1011.6","31.2","26.9","78","1.6","130","3.0","140","0.0","0.0","1.0","1.51","25.0","2","2.0","--","--","--","--","--","--","--"
"18","1009.8","1012.0","30.3","26.5","80","1.2","140","2.7","130","0.0","0.0","0.2","0.22","--","0","--","--","--","--","--","--","--","--"
"19","1010.0","1012.2","30.1","26.3","80","1.3","190","3.1","160","0.0","0.0","0.0","0.03","--","0","--","--","--","--","--","--","--","--"
"20","1010.3","1012.5","29.9","25.9","79","2.2","170","3.2","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1010.5","1012.7","29.9","26.3","81","1.6","200","2.9","200","0.0","0.0","--","0.00","--","0","--","31.4","32.1","32.8","32.9","32.7","33.2","31.3"
"22","1010.8","1013.0","30.0","26.0","79","1.0","240","2.4","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1010.3","1012.5","29.6","26.0","81","1.8","230","3.0","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1010.2","1012.4","29.2","26.4","85","2.1","230","3.3","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
