"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1005.5","1007.7","28.4","25.2","83","3.3","220","5.1","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.1","1007.3","28.0","24.4","81","3.1","220","5.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1004.9","1007.1","27.7","25.0","85","4.1","230","6.0","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1004.6","1006.8","27.5","24.2","82","3.6","230","5.7","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1004.5","1006.7","26.9","24.2","85","3.1","230","6.2","230","0.0","0.0","--","0.00","--","0","--","28.3","28.6","29.2","29.6","30.4","31.5","29.7"
"06","1004.8","1007.0","27.2","23.5","80","3.4","230","4.7","220","0.0","0.0","0.7","0.16","--","0","--","--","--","--","--","--","--","--"
"07","1005.3","1007.5","29.2","25.0","78","2.7","230","5.4","230","0.0","0.0","1.0","0.81","--","1","--","--","--","--","--","--","--","--"
"08","1005.6","1007.8","30.8","25.4","73","2.5","210","5.2","210","0.0","0.0","1.0","1.64","25.0","2","5.0","--","--","--","--","--","--","--"
"09","1005.7","1007.9","30.7","25.3","73","2.5","160","4.5","170","0.0","0.0","1.0","2.30","25.0","5","6.0","29.2","28.7","28.9","29.0","30.0","31.3","29.7"
"10","1005.8","1008.0","31.2","26.9","78","4.9","180","8.0","190","0.0","0.0","1.0","2.96","--","8","--","--","--","--","--","--","--","--"
"11","1005.7","1007.9","31.2","27.6","81","6.5","170","11.4","180","0.0","0.0","1.0","3.39","25.0","11","7.0","--","--","--","--","--","--","--"
"12","1005.3","1007.5","31.5","27.9","81","7.9","170","11.2","180","0.0","0.0","1.0","3.65","--","13","--","--","--","--","--","--","--","--"
"13","1004.7","1006.9","31.4","27.8","81","7.2","170","12.2","180","0.0","0.0","1.0","3.54","--","12","--","--","--","--","--","--","--","--"
"14","1004.2","1006.4","31.0","27.2","80","8.2","180","15.1","190","0.0","0.0","1.0","3.16","25.0","10","8.0","34.3","33.6","32.5","30.2","30.1","31.4","29.8"
"15","1003.7","1005.9","31.1","27.5","81","8.0","180","14.5","180","0.0","0.0","0.9","2.44","--","7","--","--","--","--","--","--","--","--"
"16","1003.6","1005.8","30.6","27.4","83","7.3","180","15.3","190","0.0","0.0","0.8","1.53","--","4","--","--","--","--","--","--","--","--"
"17","1003.7","1005.9","30.3","27.1","83","8.7","180","14.9","180","0.0","0.0","0.3","0.80","20.0","1","7.0","--","--","--","--","--","--","--"
"18","1004.1","1006.3","29.9","26.9","84","8.5","180","14.4","180","0.0","0.0","0.1","0.31","--","0","--","--","--","--","--","--","--","--"
"19","1004.9","1007.1","29.7","26.7","84","8.4","190","13.9","180","0.0","0.0","0.0","0.05","--","0","--","--","--","--","--","--","--","--"
"20","1005.3","1007.5","29.6","26.8","85","6.2","190","12.2","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1005.9","1008.1","29.0","26.8","88","5.7","180","9.9","180","0.0","0.0","--","0.00","--","0","--","30.7","31.0","31.5","31.3","31.4","32.1","29.8"
"22","1006.5","1008.7","28.9","26.9","89","4.3","190","7.7","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.5","1008.7","28.7","26.9","90","2.8","190","6.2","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1006.2","1008.4","28.8","26.8","89","2.1","190","4.9","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
