"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1005.5","1007.7","27.4","24.1","82","1.7","260","4.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.4","1007.6","26.7","24.6","88","2.2","240","3.2","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1005.0","1007.2","26.6","24.6","89","1.3","260","3.9","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1005.1","1007.3","26.6","24.6","89","1.7","250","3.3","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.7","1007.9","26.3","24.5","90","1.5","250","4.3","240","0.0","0.0","--","0.00","--","0","--","27.8","28.2","28.8","29.3","30.0","30.6","29.0"
"06","1006.2","1008.4","26.5","24.2","87","2.6","240","3.7","250","0.0","0.0","0.0","0.07","--","0","--","--","--","--","--","--","--","--"
"07","1006.3","1008.5","27.8","24.9","84","2.3","240","5.2","230","0.0","0.0","0.2","0.43","--","0","--","--","--","--","--","--","--","--"
"08","1006.3","1008.5","30.4","25.0","73","2.7","210","4.9","220","0.0","0.0","1.0","1.78","18.0","2","5.0","--","--","--","--","--","--","--"
"09","1006.6","1008.8","29.5","25.5","79","3.1","160","5.0","160","0.0","0.0","0.4","1.88","18.0","4","7.0","29.2","28.6","28.8","28.8","29.7","30.5","29.1"
"10","1006.6","1008.8","30.1","26.1","79","3.5","170","5.4","170","0.0","0.0","0.7","2.11","--","7","--","--","--","--","--","--","--","--"
"11","1006.2","1008.4","31.6","26.6","75","2.0","150","6.6","170","0.0","0.0","1.0","3.43","18.0","11","6.0","--","--","--","--","--","--","--"
"12","1005.6","1007.8","31.2","26.9","78","3.9","160","7.1","160","0.0","0.0","1.0","3.66","--","13","--","--","--","--","--","--","--","--"
"13","1004.8","1007.0","31.4","27.3","79","2.2","150","6.8","180","0.0","0.0","1.0","3.62","--","12","--","--","--","--","--","--","--","--"
"14","1004.6","1006.7","32.3","27.5","76","2.4","150","5.9","140","0.0","0.0","1.0","3.38","18.0","11","4.0","35.3","33.6","32.3","30.1","29.9","30.6","29.1"
"15","1004.0","1006.2","31.3","27.0","78","2.3","150","7.5","160","0.0","0.0","0.7","2.06","--","6","--","--","--","--","--","--","--","--"
"16","1004.3","1006.5","29.9","26.9","84","1.8","150","5.3","140","0.0","0.0","0.1","0.54","--","2","--","--","--","--","--","--","--","--"
"17","1004.0","1006.2","29.5","27.5","89","2.5","170","4.7","140","T","0.8","0.0","0.10","8.0","0","10.0","--","--","--","--","--","--","--"
"18","1004.8","1007.0","27.4","26.4","94","1.6","310","8.2","240","32.0","1.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"19","1005.6","1007.8","25.7","24.8","95","4.2","360","9.0","340","25.5","0.7","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1006.3","1008.5","25.5","24.5","94","2.9","10","7.2","350","T","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1007.0","1009.2","26.2","25.2","94","1.7","150","5.2","40","T","0.4","--","0.00","--","0","--","27.6","28.5","29.4","29.9","30.9","31.4","29.1"
"22","1006.6","1008.8","26.6","25.4","93","1.1","220","4.6","310","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.1","1008.3","26.4","25.4","94","1.7","270","3.1","260","T","0.1","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1005.5","1007.7","26.2","25.3","95","3.9","240","5.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
