"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1004.1","1006.3","26.7","24.9","90","3.6","240","5.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1003.9","1006.1","26.5","24.9","91","2.8","230","4.9","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1004.1","1006.3","26.4","24.8","91","2.3","230","4.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1003.9","1006.1","26.4","24.6","90","3.0","240","4.8","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1004.4","1006.6","26.2","24.6","91","1.3","250","4.7","230","0.0","0.0","--","0.00","--","0","--","27.7","28.0","28.6","29.2","30.1","31.2","29.5"
"06","1005.0","1007.2","26.7","24.6","88","2.3","250","4.4","270","0.0","0.0","0.0","0.10","--","0","--","--","--","--","--","--","--","--"
"07","1005.3","1007.5","27.5","25.0","86","1.6","240","3.8","220","0.0","0.0","0.3","0.47","--","1","--","--","--","--","--","--","--","--"
"08","1005.8","1008.0","29.6","24.7","75","2.3","230","3.3","230","0.0","0.0","1.0","1.39","25.0","2","6.0","--","--","--","--","--","--","--"
"09","1005.5","1007.7","30.9","25.5","73","1.9","170","3.8","220","0.0","0.0","1.0","2.04","25.0","5","5.0","28.9","28.3","28.5","28.7","29.7","31.0","29.6"
"10","1005.2","1007.4","31.3","25.9","73","2.5","160","4.3","170","0.0","0.0","1.0","3.14","--","8","--","--","--","--","--","--","--","--"
"11","1004.8","1007.0","30.7","26.9","80","6.1","170","9.2","170","0.0","0.0","1.0","3.35","25.0","11","6.0","--","--","--","--","--","--","--"
"12","1004.6","1006.8","31.4","27.8","81","5.9","180","10.1","180","0.0","0.0","1.0","2.79","--","10","--","--","--","--","--","--","--","--"
"13","1004.0","1006.2","31.7","27.6","79","7.0","180","11.7","170","0.0","0.0","0.9","3.27","--","12","--","--","--","--","--","--","--","--"
"14","1003.2","1005.4","31.6","27.7","80","7.1","170","11.6","180","0.0","0.0","1.0","3.44","25.0","11","4.0","33.9","33.1","32.0","29.8","29.9","31.0","29.6"
"15","1003.2","1005.4","30.7","27.1","81","7.7","170","11.6","170","0.0","0.0","1.0","2.87","--","8","--","--","--","--","--","--","--","--"
"16","1003.6","1005.8","29.9","27.1","85","4.8","180","10.6","180","0.0","0.0","0.0","0.66","--","2","--","--","--","--","--","--","--","--"
"17","1004.2","1006.4","29.8","27.4","87","4.2","160","10.2","190","0.0","0.0","0.0","0.30","15.0","1","9.0","--","--","--","--","--","--","--"
"18","1004.3","1006.5","29.6","27.2","87","4.3","190","7.9","190","0.0","0.0","0.0","0.10","--","0","--","--","--","--","--","--","--","--"
"19","1004.8","1007.0","29.7","27.5","88","3.3","200","7.6","180","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1005.2","1007.4","29.7","27.3","87","3.2","200","7.6","180","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1005.4","1007.6","29.1","27.3","90","3.2","190","6.1","180","0.0","0.0","--","0.00","--","0","--","30.4","30.6","31.1","30.9","31.0","31.6","29.6"
"22","1006.2","1008.4","29.1","26.7","87","1.8","230","4.3","190","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1006.2","1008.4","28.8","26.8","89","2.2","230","3.3","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1005.6","1007.8","28.6","25.2","82","2.8","230","4.5","220","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
