"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1017.4","1019.7","17.4","13.5","78","1.9","260","5.1","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1016.9","1019.2","17.1","13.2","78","1.9","250","4.3","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1016.7","1019.0","17.0","13.3","79","3.0","260","5.4","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1016.4","1018.7","17.2","13.1","77","3.1","240","5.1","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1017.2","1019.5","17.2","12.9","76","3.5","250","6.4","240","0.0","0.0","--","0.00","--","0","--","16.5","16.8","17.3","17.8","18.7","19.5","20.6"
"06","1017.5","1019.8","17.6","13.3","76","2.6","250","4.9","240","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1018.2","1020.5","18.0","12.9","72","3.6","250","6.3","250","0.0","0.0","0.0","0.05","--","0","--","--","--","--","--","--","--","--"
"08","1018.9","1021.2","18.6","14.5","77","2.8","240","4.9","230","0.0","0.0","0.0","0.20","10.0","0","8.0","--","--","--","--","--","--","--"
"09","1019.1","1021.4","19.4","14.9","75","2.6","240","5.1","230","0.0","0.0","0.0","0.48","10.0","1","9.0","17.3","17.0","17.3","17.5","18.5","19.4","20.6"
"10","1018.9","1021.2","21.4","16.2","72","1.8","220","3.8","250","0.0","0.0","0.1","0.95","--","3","--","--","--","--","--","--","--","--"
"11","1018.4","1020.6","23.0","17.0","69","2.6","160","3.6","170","0.0","0.0","0.8","2.75","15.0","8","8.0","--","--","--","--","--","--","--"
"12","1017.7","1019.9","23.7","16.8","65","3.4","160","5.3","170","0.0","0.0","0.7","2.87","--","8","--","--","--","--","--","--","--","--"
"13","1017.2","1019.5","22.3","16.1","68","3.4","160","5.6","160","0.0","0.0","0.1","1.22","--","4","--","--","--","--","--","--","--","--"
"14","1016.7","1019.0","22.1","16.4","70","3.1","190","5.0","180","0.0","0.0","0.0","0.38","15.0","1","10.0","20.1","19.8","19.7","18.5","18.7","19.5","20.6"
"15","1016.5","1018.8","21.4","16.6","74","2.6","300","5.0","300","0.0","0.0","0.0","0.45","--","1","--","--","--","--","--","--","--","--"
"16","1016.5","1018.8","21.6","16.1","71","2.8","270","5.0","300","0.0","0.0","0.0","0.57","--","1","--","--","--","--","--","--","--","--"
"17","1016.6","1018.9","21.8","15.4","67","2.7","260","4.6","260","0.0","0.0","0.0","0.35","15.0","1","10.0","--","--","--","--","--","--","--"
"18","1017.0","1019.3","21.3","15.6","70","1.8","230","4.1","240","0.0","0.0","0.0","0.11","--","0","--","--","--","--","--","--","--","--"
"19","1017.5","1019.8","20.4","16.0","76","2.0","240","3.4","230","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1018.0","1020.3","19.6","16.1","80","2.2","260","3.6","260","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1018.4","1020.7","19.5","15.8","79","2.5","260","4.4","290","0.0","0.0","--","0.00","--","0","--","18.8","19.1","19.5","19.5","19.7","19.9","20.6"
"22","1018.4","1020.7","18.9","15.8","82","4.4","240","5.7","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1018.3","1020.6","18.7","15.8","83","3.9","240","5.4","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1018.4","1020.7","18.5","15.8","84","3.2","240","6.0","250","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
