"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1019.9","1022.2","19.4","15.9","80","2.5","340","3.7","30","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1019.3","1021.6","19.5","16.0","80","2.1","350","3.9","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1018.6","1020.9","19.6","15.5","77","1.6","330","2.9","340","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1018.3","1020.6","19.5","15.8","79","1.7","300","2.8","280","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1018.8","1021.1","19.2","16.3","83","2.1","270","3.1","250","0.0","0.0","--","0.00","--","0","--","20.0","20.4","21.0","21.6","22.8","23.9","23.1"
"06","1019.4","1021.7","18.9","16.7","87","1.9","240","2.9","240","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"07","1019.9","1022.2","19.0","16.8","87","1.9","240","3.2","230","0.0","0.0","0.0","0.11","--","0","--","--","--","--","--","--","--","--"
"08","1020.2","1022.5","19.9","16.9","83","2.5","240","3.4","250","0.0","0.0","0.0","0.38","15.0","0","10.0","--","--","--","--","--","--","--"
"09","1020.4","1022.7","20.9","16.7","77","1.1","280","3.2","230","0.0","0.0","0.0","0.65","15.0","0","10.0","20.7","20.5","20.9","21.3","22.4","23.7","23.1"
"10","1020.1","1022.4","21.8","17.2","75","0.8","50","2.5","280","0.0","0.0","0.0","1.12","--","0","--","--","--","--","--","--","--","--"
"11","1019.4","1021.6","23.3","17.8","71","2.7","110","4.1","120","0.0","0.0","0.0","2.22","15.0","5","9.0","--","--","--","--","--","--","--"
"12","1018.8","1021.0","23.8","18.2","71","2.8","100","5.9","80","0.0","0.0","0.0","2.50","--","8","--","--","--","--","--","--","--","--"
"13","1017.8","1020.0","22.9","18.2","75","3.5","70","5.7","80","0.0","0.0","0.1","2.12","--","7","--","--","--","--","--","--","--","--"
"14","1016.9","1019.1","22.5","18.3","77","2.4","70","4.8","70","0.0","0.0","0.0","0.64","12.0","2","10.0","23.0","22.9","23.2","22.2","22.5","23.5","23.1"
"15","1016.2","1018.4","22.3","18.5","79","1.4","20","4.0","60","0.0","0.0","0.0","0.35","--","1","--","--","--","--","--","--","--","--"
"16","1016.0","1018.3","21.9","18.3","80","1.5","350","3.1","340","0.0","0.0","0.0","0.29","--","1","--","--","--","--","--","--","--","--"
"17","1016.3","1018.5","22.1","18.5","80","1.2","170","2.1","190","0.0","0.0","0.0","0.19","12.0","0","10.0","--","--","--","--","--","--","--"
"18","1016.4","1018.7","21.7","18.5","82","1.7","240","2.6","190","0.0","0.0","0.0","0.04","--","0","--","--","--","--","--","--","--","--"
"19","1016.5","1018.8","21.8","18.6","82","1.8","250","3.6","260","0.0","0.0","0.0","0.00","--","0","--","--","--","--","--","--","--","--"
"20","1017.1","1019.4","21.3","19.1","87","3.1","240","4.5","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1017.1","1019.4","21.2","19.1","88","2.5","230","4.8","250","0.0","0.0","--","0.00","--","0","--","21.8","22.0","22.5","22.7","23.1","23.6","23.1"
"22","1017.0","1019.3","21.1","19.0","88","3.0","240","4.4","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1016.4","1018.7","20.6","18.9","90","3.9","240","5.0","240","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1015.4","1017.7","20.2","18.9","92","3.2","240","5.0","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
