"觀測時間(hour)","測站氣壓(hPa)","海平面氣壓(hPa)","氣溫(℃)","露點溫度(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","降水時數(h)","日照時數(h)","全天空日射量(MJ/㎡)","能見度(km)","紫外線指數","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","Temperature","Td dew point","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb","UVI","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1006.0","1008.2","26.1","25.2","95","3.5","340","8.2","320","13.0","0.9","--","0.00","--","0","--","--","--","--","--","--","--","--"
"02","1005.3","1007.5","26.1","25.4","96","2.2","230","4.4","320","1.0","0.5","--","0.00","--","0","--","--","--","--","--","--","--","--"
"03","1005.0","1007.2","26.8","26.3","97","1.8","230","5.4","240","0.5","0.3","--","0.00","--","0","--","--","--","--","--","--","--","--"
"04","1004.9","1007.1","26.7","26.0","96","1.2","330","3.8","330","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"05","1005.3","1007.5","26.6","26.1","97","2.4","240","3.8","250","0.0","0.0","--","0.00","--","0","--","27.0","27.2","27.9","29.0","30.7","32.4","31.3"
"06","1006.0","1008.2","26.7","26.2","97","3.0","250","5.2","250","0.0","0.0","0.4","0.17","--","0","--","--","--","--","--","--","--","--"
"07","1006.1","1008.3","27.3","26.6","96","2.7","200","5.4","210","0.0","0.0","1.0","0.75","--","1","--","--","--","--","--","--","--","--"
"08","1006.6","1008.8","29.2","27.0","88","2.6","220","4.3","220","0.0","0.0","1.0","1.58","20.0","2","4.0","--","--","--","--","--","--","--"
"09","1007.0","1009.2","30.1","26.9","83","2.2","150","4.7","210","0.0","0.0","1.0","2.32","20.0","5","4.0","28.5","28.0","28.3","28.8","30.2","32.0","31.4"
"10","1007.1","1009.3","30.3","27.1","83","5.3","170","8.0","180","0.0","0.0","1.0","2.96","--","8","--","--","--","--","--","--","--","--"
"11","1007.5","1009.7","30.9","27.7","83","7.2","170","10.2","180","0.0","0.0","1.0","3.46","20.0","11","3.0","--","--","--","--","--","--","--"
"12","1007.3","1009.5","30.8","27.4","82","5.9","170","10.3","180","0.0","0.0","1.0","3.69","--","13","--","--","--","--","--","--","--","--"
"13","1007.1","1009.3","30.7","27.7","84","5.6","160","9.9","170","0.0","0.0","1.0","3.69","--","13","--","--","--","--","--","--","--","--"
"14","1006.5","1008.7","31.3","27.4","80","5.9","180","10.8","190","0.0","0.0","1.0","3.52","20.0","11","3.0","31.5","30.6","30.7","29.9","30.4","32.0","31.4"
"15","1006.1","1008.3","31.1","27.5","81","6.0","180","11.6","180","0.0","0.0","1.0","2.90","--","8","--","--","--","--","--","--","--","--"
"16","1006.5","1008.7","30.4","27.2","83","7.4","190","11.1","190","0.0","0.0","0.3","1.20","--","3","--","--","--","--","--","--","--","--"
"17","1007.0","1009.2","29.5","26.9","86","4.7","180","9.0","180","0.0","0.0","0.1","0.65","20.0","1","7.0","--","--","--","--","--","--","--"
"18","1007.6","1009.8","29.5","26.7","85","5.0","190","8.9","180","0.0","0.0","0.0","0.08","--","0","--","--","--","--","--","--","--","--"
"19","1008.8","1011.0","30.0","25.3","76","1.3","250","5.8","180","0.0","0.0","0.0","0.02","--","0","--","--","--","--","--","--","--","--"
"20","1009.7","1011.9","28.7","25.7","84","1.2","200","4.3","170","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"21","1010.3","1012.5","28.1","24.9","83","2.2","230","3.6","230","0.0","0.0","--","0.00","--","0","--","29.6","30.0","30.8","31.2","31.6","32.6","31.3"
"22","1010.7","1012.9","27.7","23.9","80","2.9","230","4.1","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"23","1010.4","1012.6","27.7","23.7","79","3.0","250","5.7","230","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
"24","1010.0","1012.2","27.2","24.7","86","2.9","230","6.1","210","0.0","0.0","--","0.00","--","0","--","--","--","--","--","--","--","--"
